Page_URL,business_address
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A186NTLM795G7T&sshmPath=,
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A15Z9K0GQ8PBLY&sshmPath=,"Business Address:
605 E 21ST ST
Houston
TX
77008-4430
US"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A146Q2FX747YVM&sshmPath=,"Business Address:
12 Granada
Irvine
CA
92602
US"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A18792S5Q58EMK&sshmPath=,"Business Address:
大观中路科汇园
D栋102
广州市
天河区
广东省
510000
CN"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A188LD0PHBCZMV&sshmPath=,
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A1601IORAIXIVK&sshmPath=,"Business Address:
Av. Churubusco
Monterrey
64540
MX"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A189K4EFRCWJQ8&sshmPath=,"Business Address:
6713 NW 84TH AVE
Miami
Florida
33166-2614
US"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A14C9SIBCIWMWA&sshmPath=,"Business Address:
3650 VERNIER DR
Vernier Drive
Cincinnati
Ohio
45251-2432
US"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A18CSJ2LZSL8WZ&sshmPath=,"Business Address:
14781 Pomerado Road
Suite 203
Poway
California
92064
US"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A18HBNVJRVKUA8&sshmPath=,
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A19JSYSV7RTPWA&sshmPath=,
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A19KC8ZZC201US&sshmPath=,
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A18HBNVJRVKUA8&sshmPath=,"Business Address:
ROOM 503,BUILDING 13,LIANGTINGYAYUAN,SHANGPAI TOWN
jingjijishukaifaqucuiweilu12hao
HEFEI CITY FEIXI COUNTRY
ANHUI
231200
CN"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A19MO7RU63SWGR&sshmPath=,
https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1B7M9EQGNCLQA&isAmazonFulfilled=1,
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A18HE20HJ1OI69&sshmPath=,"Business Address:
ROOM 503,BUILDING 13,LIANGTINGYAYUAN,SHANGPAI TOWN
jingjijishukaifaqucuiweilu12hao
HEFEI CITY FEIXI COUNTRY
ANHUI
231200
CN"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A18J0F8XYGRDGC&sshmPath=,"Business Address:
5284 E 400 S
NEW ROSS
New Ross
IN
47968
US"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A18YGQOUMN4IFA&sshmPath=,"Business Address:
PO Box 3364
El Segundo
CA
90245
US"
https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=1&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=&protocol=current&seller=A19NVE4G6SOT2C&sshmPath=,"Business Address:
2818 N. Sullivan
Suite 130
Spokane Valley
WA
99216
US"
