product_url,ASIN_from_page_url,price,brand_name,brand_name_long,seller_name,seller_url,seller_id_from_seller_url,seller_address,country_from_seller_address,Field1
https://www.amazon.com/Rhodium-Earrings-Genuine-Swarovski-Crystals/dp/B08QDPKSBT/ref=sr_1_10431?dchild=1&amp;qid=1623716253&amp;s=apparel&amp;sr=1-10431,B08QDPKSBT,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Fashion-Jewelry-Butterfly-Necklace-butterfly/dp/B08CRBBCYP/ref=sr_1_10426?dchild=1&amp;qid=1623716253&amp;s=apparel&amp;sr=1-10426,B08CRBBCYP,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Coeufuedy-Earrings-Bohemian-Handmade-Statement/dp/B08DKNHXP2/ref=sr_1_8770?dchild=1&amp;qid=1623716213&amp;s=apparel&amp;sr=1-8770,B08DKNHXP2,,,Brand: Coeufuedy,Coeufuedy,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A355U101YVQ42S&isAmazonFulfilled=1,A355U101YVQ42S,"Business Address:
Rm.1003,10 F,unit 7 Bldg.198 Kaiji Road, Beiyuan Street
Yiwu
Zhejiang
322000
CN",CN,undefined
https://www.amazon.com/Liumart-Bracelets-Daughter-Adjustable-Friendship/dp/B083GYZV58/ref=sr_1_10618?dchild=1&amp;qid=1623716259&amp;s=apparel&amp;sr=1-10618,B083GYZV58,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Personalized-Bracelet-Custom-Girls-Recital-Gift-Birthday-Gift-Dance/dp/B092CPTCCY/ref=sr_1_9482?dchild=1&amp;qid=1623716231&amp;s=apparel&amp;sr=1-9482,B092CPTCCY,$18.95,Hot Pink & Dark Orchid,Brand: Charming Diva Boutique,Amazon.com,,,,,undefined
https://www.amazon.com/Matching-Bracelets-Adjustable-Couples%C3%A3%C6%92%C2%BB%C3%A3%C6%92%C2%BBPcs-Relationship/dp/B094QHTHVB/ref=sr_1_10440?dchild=1&amp;qid=1623716253&amp;s=apparel&amp;sr=1-10440,B094QHTHVB,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Mommy-Infinity-Heart-Pendant-Necklace/dp/B08S2THX1F/ref=sr_1_10141?dchild=1&amp;qid=1623716248&amp;s=apparel&amp;sr=1-10141,B08S2THX1F,$49.95,,Brand: TrueKool,TrueKool LLC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3IHZZZ85O9URU,,"Business Address:
743/11/19 Hong Bang, Ward 6, District 6
Ho Chi Minh
700000
VN",VN,undefined
https://www.amazon.com/Pendant-Necklace-Religious-Zirconia-YYA/dp/B0798RSV6S/ref=sr_1_10441?dchild=1&amp;qid=1623716253&amp;s=apparel&amp;sr=1-10441,B0798RSV6S,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Earrings-Sterling-Silver-Jewelry-earrings/dp/B08CC95Z3K/ref=sr_1_9485?dchild=1&amp;qid=1623716231&amp;s=apparel&amp;sr=1-9485,B08CC95Z3K,$15.99,,Brand: Beauty Show,ZHUIAI JEWELRY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AM4E7VQPR5PWV&isAmazonFulfilled=1,AM4E7VQPR5PWV,"Business Address:
bei yuan jie dao yong jun lu
1 qu 8 dong 2 hao lou 303 shi
jin hua shi
yi wu shi
zhe jiang sheng
322099
CN",CN,undefined
https://www.amazon.com/Keychain-Fathers-Daughter-Engraving-Birthday/dp/B07RR2FW6C/ref=sr_1_10621?dchild=1&amp;qid=1623716259&amp;s=apparel&amp;sr=1-10621,B07RR2FW6C,$8.99,,Brand: JACKY CHARMING,KESOCORAY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2Q27CTM1H22X3&isAmazonFulfilled=1,A2Q27CTM1H22X3,,,
https://www.amazon.com/RMREWY-Necklace-Sterling-Pendant-Princess/dp/B08M3HJSHX/ref=sr_1_10443?dchild=1&amp;qid=1623716253&amp;s=apparel&amp;sr=1-10443,B08M3HJSHX,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Authentic-925-Sterling-Silver-Bracelets/dp/B01CZAE2CY/ref=sr_1_8773?dchild=1&amp;qid=1623716213&amp;s=apparel&amp;sr=1-8773,B01CZAE2CY,$13.98,,Brand: ABUN,CharmsJewelry,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJ682CA86P5ZA&isAmazonFulfilled=1,AJ682CA86P5ZA,"Business Address:
jiangdongjiedao dongzhouhuayuan
guanshanyuan 5dong1danyuan402
Yiwu
Zhejiang
322000
CN",CN,undefined
https://www.amazon.com/shajwo-Necklace-Cremation-Keepsake-Memorial/dp/B087M7B6KQ/ref=sr_1_10625?dchild=1&amp;qid=1623716259&amp;s=apparel&amp;sr=1-10625,B087M7B6KQ,$19.21,,Visit the shajwo Store,Wonderful keepsakes,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A21C26DBUFUVBP&isAmazonFulfilled=1,A21C26DBUFUVBP,,,
https://www.amazon.com/FJ-Silver-Sterling-Allergic-Jewelry/dp/B08ZJ115ZV/ref=sr_1_9802?dchild=1&amp;qid=1623716236&amp;s=apparel&amp;sr=1-9802,B08ZJ115ZV,$28.99,,Visit the FJ Store,Amazon.com,,,,,undefined
https://www.amazon.com/BFF-Jewelry-Alphabet-Necklaces-Valentines/dp/B07DVH5K96/ref=sr_1_10451?dchild=1&amp;qid=1623716253&amp;s=apparel&amp;sr=1-10451,B07DVH5K96,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Faceted-Green-Chalcedony-Pendant-Design/dp/B07XP52TK8/ref=sr_1_10626?dchild=1&amp;qid=1623716259&amp;s=apparel&amp;sr=1-10626,B07XP52TK8,$31.00,,Brand: Sparks and Gem,Sparks and Gem,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1SXUSO833INWP,,,,
https://www.amazon.com/Memorial-Cremation-Pendant-Necklace-Keepsake/dp/B077VJ8D21/ref=sr_1_10454?dchild=1&amp;qid=1623716253&amp;s=apparel&amp;sr=1-10454,B077VJ8D21,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Knuckle-Stacking-Vintage-Geometric-Crystal/dp/B081L3TMSH/ref=sr_1_9870?dchild=1&amp;qid=1623716237&amp;s=apparel&amp;sr=1-9870,B081L3TMSH,,,Brand: RTY,La Espoir,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A30DQDQAZ9BXP4&isAmazonFulfilled=1,A30DQDQAZ9BXP4,"Business Address:
Unit 203, 47 Building 2
Liuqing Eight District,Beiyuan Street
Yiwu
Zhengjiang
322000
CN",CN,undefined
https://www.amazon.com/Joan-Nunu-Crystal-Earrings-Delicate/dp/B07QJ3GMQ7/ref=sr_1_9500?dchild=1&amp;qid=1623716231&amp;s=apparel&amp;sr=1-9500,B07QJ3GMQ7,,,Brand: Joan Nunu,JUNHAN,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3AH5H37UE3RND&isAmazonFulfilled=1,A3AH5H37UE3RND,"Business Address:
BEIYUANJIEDAO CHUNHAULU 588,A6-705
YIWU
ZHEJIANG
322000
CN",CN,undefined
https://www.amazon.com/CJ-Best-Friend-Bracelets-Adjustable/dp/B07M7SFFHP/ref=sr_1_10144?dchild=1&amp;qid=1623716248&amp;s=apparel&amp;sr=1-10144,B07M7SFFHP,$9.78,Heart,Visit the CJ&M Store,CJ&M,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2XL47Y5J7IO1B&isAmazonFulfilled=1,A2XL47Y5J7IO1B,"Business Address:
LongHua Xin Qu Da Lang Street San He Xin Cun Yi Cun 62B 402
ShenZhen
GuangDong
518000
CN",CN,undefined
