product_url,ASIN_from_page_url,brand_name_long,seller_name,seller_url,seller_id_from_seller_url,seller_address
https://www.amazon.com/STICKON-Workout-Fashion-Athletic-Drawstring/dp/B08ZN3SN1J/ref=sr_1_2698?dchild=1&amp;qid=1622508536&amp;s=apparel&amp;sr=1-2698,B08ZN3SN1J,Brand: STICKON,Amazon.com,,,
https://www.amazon.com/Sexy-Basics-Buttery-Brushed-Stretch/dp/B07L37GPDH/ref=sr_1_9103?dchild=1&amp;qid=1622507699&amp;s=apparel&amp;sr=1-9103,B07L37GPDH,Visit the Sexy Basics Store,Amazon.com,,,
https://www.amazon.com/Shrine-Gothic-Sleeve-Hoodie-Zombie/dp/B08CZNKDDW/ref=sr_1_20?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622508432&amp;refinements=p_36%3A7800-7900&amp;s=apparel&amp;sr=1-20&amp;ts_id=1258644011,B08CZNKDDW,Brand: Shrine Of Hollywood,Amazon.com,,,
https://www.amazon.com/Sofishie-V-Back-Criss-Cross-Panty/dp/B078N8WTLM/ref=sr_1_16514?dchild=1&amp;qid=1622507923&amp;s=apparel&amp;sr=1-16514,B078N8WTLM,Visit the Sofishie Store,Amazon.com,,,
https://www.amazon.com/shut-doing-changer-baseball-T-Shirt/dp/B085HKTSDC/ref=sr_1_11257?dchild=1&amp;qid=1622509512&amp;s=apparel&amp;sr=1-11257,B085HKTSDC,Brand: Shut Up Clothing Co,Amazon.com,,,
https://www.amazon.com/Sofra-Teejoy-Womens-Cotton-Hoodie/dp/B01G4GEOK0/ref=sr_1_7744?dchild=1&amp;qid=1622507668&amp;s=apparel&amp;sr=1-7744,B01G4GEOK0,Brand: Sofra,Amazon.com,,,
https://www.amazon.com/Gemini-Leopard-Printed-Birthday-T-Shirt/dp/B085Z6BXHR/ref=sr_1_12739?dchild=1&amp;qid=1622509578&amp;s=apparel&amp;sr=1-12739,B085Z6BXHR,Brand: Sexy Biting Lips Leopard Gemini Birthday,Amazon.com,,,
https://www.amazon.com/Sanabul-Essentials-Compression-Training-Wrestling/dp/B078NQJKYP/ref=sr_1_903?dchild=1&amp;qid=1622508476&amp;s=apparel&amp;sr=1-903,B078NQJKYP,Visit the Sanabul Store,Amazon.com,,,
https://www.amazon.com/Sixth-June-Fashion-Reflective-X-Large/dp/B07VKCCY1L/ref=sr_1_105?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622508086&amp;refinements=p_36%3A5900-6000&amp;s=apparel&amp;sr=1-105&amp;ts_id=1258644011,B07VKCCY1L,Visit the Sixth June Store,Amazon.com,,,
https://www.amazon.com/Sand-Storm-Performance-Boxer-Briefs/dp/B08G3L9W89/ref=sr_1_15187?dchild=1&amp;qid=1622508932&amp;s=apparel&amp;sr=1-15187,B08G3L9W89,Brand: Sand Storm,Amazon.com,,,
https://www.amazon.com/Sof-Sole-Performance-Full-length-Insole/dp/B08J816JH5/ref=sr_1_4989?dchild=1&amp;qid=1622507574&amp;s=apparel&amp;sr=1-4989,B08J816JH5,Visit the Sofsole Store,Amazon.com,,,
https://www.amazon.com/ShyCloset-Basic-Skinny-Jeggings-Pants/dp/B07HFLV454/ref=sr_1_8887?dchild=1&amp;qid=1622507693&amp;s=apparel&amp;sr=1-8887,B07HFLV454,Visit the ShyCloset Store,Amazon.com,,,
https://www.amazon.com/Sexyshine-Spring-Pullover-Sweatshirt-Hoodies/dp/B07L3F797X/ref=sr_1_52?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622507373&amp;refinements=p_36%3A1700-1800&amp;s=apparel&amp;sr=1-52&amp;ts_id=1258644011,B07L3F797X,Visit the Sexyshine Store,Amazon.com,,,
https://www.amazon.com/Skechers-Womens-Desert-Sandal-Black/dp/B074JKWXWP/ref=sr_1_9995?dchild=1&amp;qid=1622507723&amp;s=apparel&amp;sr=1-9995,B074JKWXWP,Brand: Skechers BOBS,Amazon.com,,,
https://www.amazon.com/Boxing-Hoodie-Alternative-Japanese-Taekwondo/dp/B08P7NFJDQ/ref=sr_1_1575?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622508222&amp;refinements=p_36%3A4000-4100&amp;s=apparel&amp;sr=1-1575&amp;ts_id=1258644011,B08P7NFJDQ,Brand: Sandy Cruise,Amazon.com,,,
